Listing Title,Property Type,Listing Type,City,Zipcode,Bedrooms,Bathrooms,Max Guests,Airbnb Superhost,Host Listing Count,Instantbook Enabled,Pets Allowed,Average Daily Rate (USD),Cleaning Fee (USD),Annual Revenue LTM (USD),Extra People Fee (USD),Count Available Days LTM,Count Reservation Days LTM,Occupancy Rate LTM,Number of Bookings LTM,Overall Rating,Airbnb Communication Rating,Airbnb Accuracy Rating,Airbnb Cleanliness Rating,Airbnb Checkin Rating,Airbnb Location Rating,Airbnb Value Rating,Latitude,Longitude
"3 Bdr Oceana Residences, The Palm, Free Beach&Pool",Entire rental unit,entire_home,Dubai,25314,3,3,5,t,,False,False,242,0.0,47202,0.0,235,163,83,23,4.5,9.0,9.0,9.0,9.0,9.0,8.0,25.11,55.137
Oceana Flat 2 Master BR direct beach and pool.,Entire condo,entire_home,Dubai,25314,2,3,4,f,,False,True,327,0.0,2332,0.0,31,6,23,0,,,,,,,,25.11032,55.13825
Luxury 2br apt. with private beach & pool access.,Entire vacation home,entire_home,Dubai,25314,1,2,5,f,1.0,False,False,261,0.0,14616,0.0,56,53,100,10,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11046,55.13682
"1 Bdr Oceana Residences, The Palm, Free Beach&Pool",Entire rental unit,entire_home,Dubai,25314,1,2,5,f,80.0,True,False,140,68.0,44550,0.0,314,248,95,41,4.5,9.0,10.0,9.0,9.0,10.0,9.0,25.111,55.137
"1 Bdr Seaview, Oceana Residences, Free beach &pool",Entire rental unit,entire_home,Dubai,25314,1,2,5,f,80.0,True,True,148,68.0,33024,0.0,249,176,85,25,4.9,10.0,10.0,10.0,10.0,10.0,10.0,25.111,55.137
Marina view apartment in Oceana,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,False,308,0.0,4084,0.0,39,11,34,1,5.0,10.0,9.0,10.0,10.0,10.0,10.0,25.111,55.137
Ocean View | Luxury Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,2,4,7,f,,False,False,130,0.0,4030,0.0,31,31,100,0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.111,55.137
Livbnb - Oceanic - 1BR w/Sea View & Beach Access,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,164,0.0,9450,0.0,67,48,86,1,,,,,,,,25.111,55.137
"Cosy 1b in Oceana, Palm Jumeirah",Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,160,0.0,1509,0.0,41,8,23,0,,,,,,,,25.111,55.137
New Beachfront Apartment,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,188,0.0,7708,0.0,41,38,100,2,,,,,,,,25.111,55.137
Daniels 2BR | Fairmont North | Full Sea View,Entire rental unit,entire_home,Dubai,25314,2,4,4,f,33.0,True,True,351,95.0,37040,0.0,194,86,53,10,4.7,10.0,10.0,9.0,9.0,10.0,9.0,25.11049,55.13863
Large waterfront property palm,Entire rental unit,entire_home,Dubai,25314,4,4,8,t,,False,False,400,0.0,20160,0.0,90,42,56,5,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11086,55.13809
Full Sea View 2BD plus maid Fairmont Residence,Entire rental unit,entire_home,Dubai,25314,2,4,5,f,,False,False,197,0.0,11903,0.0,114,50,53,5,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11,55.139
"Fairmont Residence Sea View 2-Bedroom, Beach&Pools",Entire serviced apartment,entire_home,Dubai,25314,2,4,5,t,,False,False,222,0.0,18581,0.0,90,70,93,3,,,,,,,,25.11,55.14
5* Fairmont Palm Resort and Spa,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,,False,False,365,0.0,52761,0.0,245,121,59,7,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11,55.14
"Fairmont 5* Beach, Pools access | Palm Jumeirah",Entire rental unit,entire_home,Dubai,25314,2,4,5,t,,False,False,238,0.0,13804,0.0,58,49,100,0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11,55.14
2BD Fairmont Palm I free beach,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,,False,False,336,0.0,31248,0.0,93,84,100,11,4.0,6.0,8.0,10.0,4.0,10.0,8.0,25.11054,55.13909
"Gorgeous new 2BR Apartment, Fairmont The Palm",Entire rental unit,entire_home,Dubai,25314,2,3,5,f,2.0,True,False,269,82.0,49004,6.80833,222,148,80,15,4.5,8.0,9.0,9.0,8.0,10.0,9.0,25.11064,55.13882
Beachfront apartment up to 4 guests ! Fairmont,Entire rental unit,entire_home,Dubai,25314,1,2,4,f,14.0,True,True,171,0.0,25308,0.0,200,123,74,13,4.7,9.0,10.0,9.0,9.0,10.0,9.0,25.11067,55.13886
Fairmont Beach Club Access | Peaceful Place,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,,False,False,167,0.0,4618,0.0,35,23,79,1,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11037384289378,55.13942909217078
LUX | The Elegant Fairmont Palm Suite,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,120,0.0,7476,0.0,89,52,70,4,4.3,9.0,8.0,9.0,9.0,9.0,8.0,25.11082,55.14027
Luxurious 2BR in Palm - Beach Access & 2 Balconies,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,162.0,False,False,260,54.0,81371,0.0,355,251,85,54,4.7,9.0,9.0,9.0,9.0,10.0,9.0,25.111,55.14
2 Bdr Seaview in Fairmont Residence the Palm*****,Entire rental unit,entire_home,Dubai,25314,2,3,6,f,80.0,True,True,275,82.0,61718,0.0,296,180,73,28,4.5,10.0,9.0,9.0,10.0,10.0,9.0,25.111,55.14
"Fairmont North Residence, The Palm Jumeirah",Entire serviced apartment,entire_home,دبي,25314,1,2,4,f,1.0,True,False,227,50.0,15019,0.0,96,54,68,4,4.8,10.0,10.0,10.0,9.0,10.0,9.0,25.111,55.14
1 Bdr in Fairmont Residence the Palm*****,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,True,150,0.0,30438,0.0,228,169,89,22,4.8,10.0,10.0,10.0,10.0,10.0,9.0,25.111,55.14
Lovely 1BR North Fairmont Res.,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,204,0.0,8650,0.0,106,35,40,11,2.0,6.0,8.0,10.0,6.0,10.0,4.0,25.111,55.14
Sea and Marina View | Daniels 2BR | Fairmont North,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,,False,False,176,0.0,7146,0.0,58,34,70,2,4.7,9.0,10.0,9.0,10.0,10.0,9.0,25.111,55.14
High Floor 2BR in Fairmont Residence by Daniels,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,,False,False,146,0.0,1553,0.0,38,9,28,1,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.111,55.14
Arabic-inspired Apartment in Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,21.0,True,False,191,0.0,12807,0.0,149,56,45,10,4.3,7.0,9.0,10.0,9.0,10.0,9.0,25.11105,55.14035
Brand New - 1br in Baltic Oceana - Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,174,0.0,8110,0.0,59,39,79,2,4.0,6.0,10.0,8.0,8.0,10.0,10.0,25.1115,55.1369
Oceana Residences-Palm-2BR with beach access,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,,False,False,259,0.0,40445,0.0,244,130,64,19,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11209,55.13767
Bohemian Apt w/ Amazing Seafront Views on The Palm,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,,False,False,240,0.0,6960,0.0,29,26,100,3,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.1121,55.13765
2 Bedroom Apartments for rent in Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,2,3,5,f,,False,True,206,0.0,10932,0.0,61,44,87,0,,,,,,,,25.111338663292745,55.13790962376597
Sevens 2 bedroom apartment on the palm jumeirah,Entire rental unit,entire_home,Dubai,25314,2,3,4,f,,False,False,294,0.0,10940,0.0,61,31,61,3,,,,,,,,25.11181291186345,55.13777570890112
Luxe Waterfront Oasis the Palm,Entire rental unit,entire_home,Dubai,25314,1,2,4,t,,False,False,266,0.0,13343,0.0,88,42,57,5,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11173,55.13834
Oceana Breeze - Luxury Palm Jumeirah Apt w/Beach,Entire condo,entire_home,Dubai,25314,3,3,6,f,,False,False,406,0.0,93380,0.0,230,194,100,17,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11222,55.13813
"Views, peace & tranquilly on The Palm",Entire condo,entire_home,Dubai,25314,3,3,5,f,2.0,True,True,272,54.0,326,10.2083,2,1,60,0,4.5,9.0,10.0,7.0,10.0,10.0,10.0,25.11263,55.13746
"50% DISCOUNT GIVEN!! Look at me, I'm awesome!!",Entire condo,entire_home,Dubai,25314,3,4,8,t,,False,False,158,0.0,38375,0.0,264,202,92,35,4.8,10.0,9.0,10.0,10.0,10.0,9.0,25.113,55.137
Stunning 2 BR with Pool | View of Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,2,2,5,f,,False,False,190,0.0,5472,0.0,72,24,40,4,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.113,55.137
"50% Discount GIVEN!. Look at me, I'm awesome!",Entire condo,entire_home,Dubai,25314,3,4,8,t,,False,False,118,0.0,5098,0.0,48,36,90,2,,,,,,,,25.113,55.137
Breathtaking Spectacular Apartment in Palm Jumeira,Entire rental unit,entire_home,Dubai,25314,2,3,4,t,,False,False,162,0.0,7436,0.0,90,38,51,1,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11269,55.1377
Manzil - Ultra Lux  2BR in  Five Palm,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,,False,False,480,0.0,64752,0.0,190,112,71,20,4.8,9.0,9.0,9.0,10.0,10.0,9.0,25.11274,55.13803
Modish Palm 3BR w/ Private Balcony & Beach Access,Entire rental unit,entire_home,Dubai,25314,3,4,7,t,,False,False,373,0.0,9829,0.0,31,22,85,1,,,,,,,,25.11251,55.1382
Signature Studio W/ Full Sea View on Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,1,1,2,t,,False,False,129,0.0,4813,0.0,41,31,91,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11247,55.13834
Luxurious 5 BDR villa in Palm Jumeirah,Entire villa,entire_home,دبي,25314,6,6,12,t,16.0,False,True,1290,0.0,36920,0.0,54,24,53,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11301,55.13824
Fairmont hotel South Residence/Beach Access,Entire rental unit,entire_home,Dubai,25314,2,3,4,t,1.0,True,False,461,68.0,84530,0.0,297,148,60,35,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11302,55.13856
Luxury apartment in Palm I With hotel facilities !,Entire rental unit,entire_home,Dubai,25314,1,2,4,f,14.0,True,False,178,0.0,27611,0.0,277,129,56,12,4.7,9.0,10.0,9.0,10.0,10.0,9.0,25.11151,55.13892
Stunning studio Apartment palm tower in palm,Entire rental unit,entire_home,Dubai,25314,1,1,2,t,,False,False,167,0.0,25287,0.0,226,126,67,23,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11157,55.13925
Private room in apartment on Palm Jumeirah,Private room in condo,private_room,Dubai,25314,1,1,1,f,1.0,True,False,104,22.0,7510,0.0,160,60,45,1,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11149,55.1393
Ocean View 1BR Palm - Direct Beach Access - NBT,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,True,145,0.0,16652,0.0,132,96,87,5,,,,,,,,25.11155,55.13957
PVE211-Sea View Studio- Large Terrace-Pool and Gym,Entire condo,entire_home,Dubai,25314,Studio,1,4,t,5.0,True,False,118,27.0,37042,0.0,362,252,84,43,4.8,10.0,10.0,10.0,10.0,10.0,9.0,25.112,55.139
Sea View 120 Sq.M 1BDR W/Private Beach,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,False,212,0.0,8923,0.0,69,35,61,1,,,,,,,,25.112,55.139
Fairmont Residence South Specious 2BR+Maids room,Entire rental unit,entire_home,Dubai,25314,2,4,6,f,78.0,False,False,356,0.0,31748,0.0,182,75,49,7,4.3,10.0,7.0,7.0,9.0,10.0,8.0,25.11197,55.13912
Fairmont Residence Palm Jumeirah 1BR Private Beach,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,78.0,False,True,327,95.0,8077,0.0,36,20,67,2,1.0,2.0,2.0,2.0,2.0,6.0,2.0,25.11201,55.13921
Premium 2 bedroom entire apartment with sea views,Entire rental unit,entire_home,Dubai,25314,2,3,6,f,1.0,False,True,354,0.0,1713,0.0,11,4,44,0,,,,,,,,25.11172,55.1398
4BR Penthouse w/ Pvt Pool & Terrace in Five Palms,Entire rental unit,entire_home,Dubai,25314,4,4,9,f,,False,False,1311,0.0,158159,0.0,208,100,58,23,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11174,55.13984
Sea View Charming Penthouse,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,163,0.0,9610,0.0,67,49,88,6,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11149,55.14014
Fairmont Residence Palm 1BR Private Beach & Pools,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,65.0,False,True,350,103.0,4192,0.0,15,9,72,4,3.6,7.0,7.0,7.0,7.0,7.0,7.0,25.11178,55.14035
Palm Jumeirah | Amazing 1BR l Private Garden,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,1.0,True,False,302,0.0,725,0.0,4,2,60,3,4.3,9.0,9.0,10.0,10.0,10.0,10.0,25.11198,55.13986
FIVE Palm Resort | Luxury 2BR I Skyline View,Entire condo,entire_home,Dubai,25314,2,2,4,t,,False,False,482,0.0,97706,0.0,233,169,87,22,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11199,55.13984
Fairmont Residence 2BR Stunning Views The Palm,Entire rental unit,entire_home,Dubai,25314,2,3,6,f,,False,True,388,0.0,8365,0.0,28,18,77,3,,,,,,,,25.11236,55.13889
Luxury sea view apartment in The Palm Tower,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,t,,False,False,115,0.0,27508,0.0,260,200,92,25,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.1127,55.13903
The Prive Hospitality - Palm Tower-522/122,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,,False,False,136,0.0,3268,0.0,90,20,27,4,4.0,8.0,8.0,7.0,8.0,10.0,9.0,25.11277,55.13902
Metropolitan Marvel : Fashionable 1BR in the Palm,Entire rental unit,entire_home,دبي,25314,1,2,3,t,,False,False,258,0.0,7740,0.0,30,28,100,0,,,,,,,,25.112646341008244,55.13923025833888
"Studio in Palm Tower, Palm Jumeirah Beach View",Entire rental unit,entire_home,دبي,25314,Studio,1,2,f,,False,False,169,0.0,10103,0.0,61,50,98,1,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11289,55.13893
Fairmont Residence The Palm Amazing Sea View 2BR+M,Entire rental unit,entire_home,Dubai,25314,2,3,6,f,,False,True,303,0.0,14105,0.0,133,39,35,5,4.0,7.0,9.0,8.0,9.0,9.0,7.0,25.1132,55.13891
The Palm tower | High floor Seaview studio,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,212,0.0,4524,0.0,97,18,22,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11315,55.13928
Newly furnished Studio in Palm Jumeirah,Entire serviced apartment,entire_home,دبي,25314,1,1,2,f,,False,False,164,0.0,8826,0.0,117,45,46,6,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11321,55.1394
"Cozy Studio, Panoramic Palm View",Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,137,0.0,2466,0.0,30,15,60,1,,,,,,,,25.113197412636964,55.139556954126746
LUXFolio Retreats|5 Star Facilities|The Palm Tower,Entire rental unit,entire_home,Dubai,25314,1,1,2,f,,False,False,190,0.0,13984,0.0,160,61,46,11,5.0,10.0,10.0,10.0,10.0,10.0,9.0,25.11272,55.13967
LUXE 1BR Palm Skyline View & Easy Mall Access,Entire rental unit,entire_home,Dubai,25314,1,2,3,t,,False,False,190,0.0,1809,0.0,17,8,56,2,4.0,10.0,8.0,10.0,10.0,10.0,8.0,25.112667248992377,55.139936546443145
Amazing One bed at the Palm,Entire rental unit,entire_home,دبي,25314,1,2,3,t,,False,False,370,0.0,14297,0.0,69,32,56,4,5.0,10.0,10.0,10.0,10.0,10.0,9.0,25.11265,55.14026
Luxury High Floor One Bedroom | Iconic Views of Pa,Entire rental unit,entire_home,Dubai,25314,1,2,2,f,,False,False,333,0.0,19467,0.0,79,49,74,7,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.1128,55.14012
"The Palm Jumeirah, The Palm Tower (studio)",Entire rental unit,entire_home,دبي,25314,1,1,2,f,,False,False,106,0.0,11629,0.0,159,92,69,10,4.8,10.0,10.0,9.0,10.0,10.0,10.0,25.113,55.14
Cozy Studio/Sea View/ Palm Tower 02,Entire rental unit,entire_home,دبي,25314,1,1,2,t,,False,False,148,0.0,5310,0.0,69,30,52,2,,,,,,,,25.11312905071435,55.13980862827836
Amazing Firework Views atop the Palm Tower - 1 BR,Entire rental unit,entire_home,دبي,25314,1,2,2,t,,False,False,291,0.0,8032,0.0,30,23,92,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11313,55.13989
Spectacular One Bedroom with Sea Views on The Palm,Entire rental unit,entire_home,دبي,25314,1,2,2,f,,False,False,131,0.0,22270,0.0,170,157,100,17,4.8,9.0,9.0,10.0,9.0,10.0,10.0,25.11303,55.14017
Palm Tower - Opulent One Bedroom,Entire rental unit,entire_home,دبي,25314,1,1,2,t,,False,False,155,0.0,28695,0.0,187,154,99,6,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11302,55.14053
HOT DEAL! High 1BR Palm Tower - Full corner views,Entire rental unit,entire_home,دبي,25314,1,2,2,f,,False,False,207,0.0,20286,0.0,98,84,100,1,5.0,10.0,10.0,10.0,9.0,10.0,9.0,25.11315,55.14048
NEW! Luxurious Studio with breathtaking Palm Views,Entire rental unit,entire_home,دبي,25314,Studio,1,3,f,,False,False,76,0.0,4446,0.0,90,49,65,3,4.8,9.0,10.0,10.0,9.0,9.0,9.0,25.11472,55.13457
Boutique Studio in Palm Jumeirah - Stunning View,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,t,,False,False,103,0.0,24557,0.0,262,199,91,30,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11506,55.13463
"A room with views, peace & tranquilly on The Palm",Private room in condo,private_room,Dubai,25314,1,1,2,f,2.0,True,True,109,0.0,131,0.0,2,1,60,0,,,,,,,,25.1139,55.13516
Splendid View Apartment in the Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,2,3,4,t,,False,False,200,0.0,25520,0.0,220,107,58,20,5.0,10.0,10.0,10.0,10.0,10.0,9.0,25.1133,55.1361
Marvelous Apartment in Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,2,3,4,t,,False,False,162,0.0,146,0.0,90,1,1,0,4.2,9.0,9.0,9.0,9.0,9.0,8.0,25.11381,55.1362
"OFFER! 50% OFF! Look at me, I can sleep 8!",Entire condo,entire_home,Dubai,25314,3,3,8,t,,False,False,241,0.0,14817,0.0,106,51,58,4,4.8,10.0,9.0,10.0,9.0,10.0,10.0,25.114,55.136
2 Bedroom Apartment in Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,2,3,4,t,,False,False,218,0.0,5494,0.0,30,21,84,1,,,,,,,,25.114,55.136
Modern and Airy 2BR in Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,2,4,5,f,,False,False,267,0.0,8290,0.0,45,26,69,7,5.0,10.0,10.0,9.0,10.0,10.0,10.0,25.11409,55.13576
"Amazing studio on the Palm, Full Sea View !",Entire rental unit,entire_home,Dubai,25314,1,1,4,f,,False,False,135,0.0,9326,0.0,157,57,44,9,4.5,10.0,10.0,9.0,9.0,10.0,9.0,25.11414,55.13578
1BR in an Amazing Yacht with Marina Skyline Views,Private room in boat,private_room,Dubai,25314,1,1,2,f,2.0,False,False,183,0.0,2203,0.0,14,10,86,3,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11459,55.13488
Spacious Studio Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,1,1,3,t,,False,False,89,0.0,13735,0.0,253,128,61,8,4.6,9.0,9.0,10.0,9.0,10.0,9.0,25.11433,55.13565
Sunny Waterfront Studio with Magnificent City View,Entire rental unit,entire_home,Dubai,25314,Studio,1,4,f,2.0,True,False,146,60.0,407,14.5222,7,2,34,1,5.0,10.0,10.0,10.0,10.0,9.0,9.0,25.115,55.135
Ain Dubai and sunset view studio,Entire rental unit,entire_home,دبي,25314,1,1,3,f,,False,False,115,0.0,17195,0.0,267,125,56,23,4.9,10.0,10.0,10.0,10.0,10.0,10.0,25.115,55.135
Upgraded Studio with Sea View on The Palm,Entire rental unit,entire_home,دبي,25314,1,1,3,f,,False,False,105,0.0,2148,0.0,31,17,66,1,5.0,10.0,10.0,10.0,10.0,10.0,8.0,25.114865747416538,55.135577484674485
Master Bedroom en-suite private bathroom,Private room in serviced apartment,private_room,Dubai,25314,1,1,1,f,,False,False,59,0.0,137,0.0,29,2,8,3,5.0,10.0,10.0,10.0,10.0,10.0,9.0,25.11441,55.13592
Cozy studio SeaViews/Marina View,Entire rental unit,entire_home,دبي,25314,1,1,4,t,,False,False,89,0.0,2670,0.0,30,30,100,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.115,55.136
The Palm Jumeirah Getaway,Entire rental unit,entire_home,Dubai,25314,2,3,6,f,,False,True,382,0.0,3194,0.0,38,7,22,2,,,,,,,,25.115,55.136
Cozy Studio on Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,1,2,3,f,,False,True,126,0.0,3320,0.0,31,22,85,0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11592,55.1342
*Boutique studio in Palm Jumeirah* Palm views west,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,t,,False,False,109,0.0,15647,0.0,165,120,87,16,4.7,10.0,9.0,10.0,10.0,10.0,9.0,25.11642,55.13381
bnbmehomes | Lux 2 BR Apt near Nakheel Mall | Palm,Entire rental unit,entire_home,Dubai,25314,2,2,4,f,,False,True,303,0.0,21677,0.0,98,60,73,8,5.0,10.0,10.0,8.0,10.0,10.0,10.0,25.1158,55.1352
Boutique Studio Apartment - Palm Views West,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,t,1.0,False,False,122,0.0,31705,0.0,356,217,73,45,4.8,10.0,10.0,10.0,10.0,10.0,10.0,25.116,55.135
Elegant Studio on The Palm with Fantastic View!,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,f,164.0,False,False,143,35.0,9276,0.0,96,51,64,14,4.3,9.0,9.0,9.0,9.0,10.0,9.0,25.116,55.135
50% DISCOUNT GIVEN! Studio right on the water!!!,Entire condo,entire_home,دبي,25314,Studio,1,4,t,,False,False,73,0.0,14664,0.0,216,167,93,17,4.3,9.0,9.0,9.0,9.0,9.0,9.0,25.116,55.135
50% DISCOUNT GIVEN! Studio right on the water!!,Entire condo,entire_home,دبي,25314,Studio,1,4,t,,False,False,72,0.0,13729,0.0,227,158,84,21,4.8,9.0,9.0,9.0,9.0,10.0,9.0,25.116,55.135
50% DISCOUNT GIVEN! Studio right on the water!!!,Entire condo,entire_home,دبي,25314,Studio,1,4,t,,False,False,73,0.0,13578,0.0,186,164,100,22,4.5,9.0,9.0,9.0,9.0,9.0,9.0,25.116,55.135
Amazing full sea view studio at the Palm Jumeirah,Entire vacation home,entire_home,دبي,25314,1,1,2,f,,False,True,90,0.0,1917,0.0,71,18,30,1,,,,,,,,25.116,55.135
Glowing Studio With Sea View Near Burj Al Arab,Entire rental unit,entire_home,دبي,25314,Studio,1,2,f,,False,False,116,0.0,12632,0.0,198,90,55,6,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.116,55.135
An Elegantly Stylish Studio with Amazing Palm View,Entire serviced apartment,entire_home,Dubai,25314,Studio,1,4,t,,False,True,115,0.0,17876,0.0,232,129,67,15,5.0,10.0,10.0,9.0,10.0,10.0,10.0,25.116,55.135
Spacious Seaview Studio - Palm Views Palm Jumeirah,Entire rental unit,entire_home,دبي,25314,Studio,1,3,f,,False,True,111,0.0,5412,0.0,92,41,53,5,5.0,10.0,10.0,9.0,10.0,10.0,9.0,25.116,55.135
Yacht marina view studio - Palm Views West,Entire rental unit,entire_home,دبي,25314,1,1,3,t,,False,False,105,0.0,4788,0.0,48,38,95,1,,,,,,,,25.116,55.135
Sea view apartment on Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,Studio,1,2,t,,False,False,65,0.0,1885,0.0,29,29,100,1,4.7,10.0,10.0,9.0,10.0,10.0,10.0,25.11603,55.13525
Spacious Studio with breath-taking Palm Views,Entire rental unit,entire_home,Dubai,25314,Studio,1,4,f,,False,False,71,0.0,1977,0.0,48,23,58,2,,,,,,,,25.11603973560525,55.135318440525545
Burj Al Arab View Studio,Entire rental unit,entire_home,Dubai,25314,1,1,3,f,,False,False,116,0.0,17726,0.0,259,128,59,27,4.4,10.0,9.0,9.0,9.0,9.0,8.0,25.11537649267903,55.13601787900736
Upgraded & Cozy Boutique Studio in Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,t,,False,False,98,0.0,21741,0.0,261,184,85,35,4.9,10.0,10.0,10.0,10.0,10.0,10.0,25.11574,55.13589
By the beach | Cozy studio on the Palm Jumeirah,Entire rental unit,entire_home,Dubai,25314,1,1,2,t,,False,False,91,0.0,18428,0.0,250,169,81,30,4.8,10.0,10.0,10.0,10.0,9.0,10.0,25.11594,55.13617
Luxurious 1BR with Free Access to Private Beach,Entire rental unit,entire_home,Dubai,25314,1,1,2,t,,False,False,103,0.0,4054,0.0,48,33,82,1,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11599404660176,55.135830212528994
bnbmehomes | Studio in Palm near Mall | Sea View,Entire condo,entire_home,Dubai,25314,1,1,3,f,,False,True,115,0.0,20257,0.0,271,146,65,25,4.7,10.0,9.0,9.0,9.0,9.0,9.0,25.116,55.136
OFFER! 50% OFF! Uber chic with stunning views!,Entire condo,entire_home,Dubai,25314,Studio,1,4,t,,False,False,65,0.0,7962,0.0,125,102,98,6,,,,,,,,25.116,55.136
OFFER! 50% OFF GIVEN! Studio right on the water!,Entire rental unit,entire_home,دبي,25314,Studio,1,3,t,,False,False,69,0.0,984,0.0,31,12,46,0,,,,,,,,25.116532552664065,55.134975063093954
Sea and Yacht View | Contemporary Studio,Entire rental unit,entire_home,دبي,25314,Studio,1,2,f,,False,False,92,0.0,774,0.0,29,7,29,2,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.11643,55.13535
Luxurious  Studio with breath-taking Palm Views,Entire rental unit,entire_home,دبي,25314,Studio,1,3,f,,False,False,81,0.0,8108,0.0,154,84,65,6,3.0,6.0,2.0,10.0,2.0,10.0,8.0,25.11627,55.13551
Gorgeous Studio with Captivating Palm Views,Entire rental unit,entire_home,Dubai,25314,Studio,1,3,f,,False,False,82,0.0,9069,0.0,158,92,70,19,4.5,9.0,7.0,9.0,9.0,10.0,8.0,25.11648,55.13562
Luxury on the Palm with Marina view balcony,Entire rental unit,entire_home,Dubai,25314,Studio,1,4,f,,False,False,93,0.0,15090,0.0,266,136,61,42,4.6,9.0,9.0,10.0,8.0,9.0,9.0,25.11669,55.13552
